area,major_axis_length,minor_axis_length,eccentricity,equiv_diameter,solidity,extent,perimeter,aspect_ratio,compactness,roundness,category
246,18.87428905,16.73311242,0.462621472,17.6979357,0.984,0.761609907,53.004,1.127960452,0.937674296,1.100341975,Small Broke C1
282,23.44605434,17.84758374,0.648494814,18.94870844,0.844311377,0.583850932,68.138,1.313682271,0.808183252,0.763273542,Small Broke C1
262,20.29017632,16.57422089,0.576836849,18.26441241,0.981273408,0.770588235,55.154,1.224200912,0.90016036,1.082323594,Small Broke C1
419,27.14265664,20.18818878,0.668423531,23.0973455,0.958810069,0.705387205,74.357,1.34448201,0.85096112,0.952313998,Small Broke C1
343,27.81604239,16.08519185,0.815845226,20.89787463,0.963483146,0.793981481,68.303,1.729295035,0.751288567,0.923898848,Small Broke C1
278,20.10883299,17.69436611,0.475103288,18.81384048,0.975438596,0.772222222,56.75,1.136453992,0.935600812,1.084733189,Small Broke C1
380,26.07067662,19.79611604,0.650711589,21.99615937,0.95,0.723809524,71.785,1.316959173,0.843712639,0.926672022,Small Broke C1
404,25.92723525,20.33818301,0.620213368,22.68014057,0.975845411,0.73992674,70.884,1.274805878,0.874761244,1.010403392,Small Broke C1
376,25.56910002,18.87448871,0.674608488,21.88008384,0.969072165,0.746031746,67.617,1.354691001,0.85572366,1.033441535,Small Broke C1
405,27.77261876,18.9212432,0.732012419,22.7081927,0.98062954,0.649038462,72.34,1.467800951,0.817646794,0.972540909,Small Broke C1
354,26.17880689,17.5750595,0.741143312,21.23032734,0.959349593,0.69005848,68.833,1.489543002,0.810973832,0.938900845,Small Broke C1
181,15.67026925,14.81444782,0.325953918,15.1807891,0.962765957,0.754166667,46.363,1.057769378,0.968763769,1.058145475,Small Broke C1
288,21.70261465,17.34537035,0.601025931,19.14922946,0.96,0.727272727,59.562,1.251205031,0.882346656,1.020149468,Small Broke C1
294,22.43444962,16.75250479,0.665125874,19.34767237,0.98,0.773684211,58.801,1.339169868,0.862409049,1.068532585,Small Broke C1
284,22.75895903,16.08928425,0.707270635,19.01578373,0.969283276,0.77173913,60.761,1.414541422,0.835529591,0.966670306,Small Broke C1
322,23.05275547,17.98854886,0.625379213,20.24804024,0.969879518,0.770334928,62.539,1.28152391,0.878334925,1.034579504,Small Broke C1
358,25.20552181,18.77712726,0.667108173,21.34993576,0.964959569,0.71031746,68.254,1.342352399,0.847034071,0.965687644,Small Broke C1
344,24.18092269,18.98859486,0.619151289,20.92831583,0.960893855,0.682539683,66.782,1.273444553,0.86548872,0.969280474,Small Broke C1
313,23.82766097,18.11412208,0.649672713,19.96306533,0.931547619,0.658947368,66.029,1.315419034,0.837810533,0.902162481,Small Broke C1
232,19.88916588,15.03106357,0.654870313,17.18695943,0.978902954,0.725,52.268,1.323204163,0.864136763,1.067151512,Small Broke C1
408,26.63704278,19.70757863,0.672765151,22.79214194,0.96,0.71957672,72.414,1.351614182,0.855655867,0.977743532,Small Broke C1
320,22.94413413,18.06798621,0.616343577,20.18506018,0.96969697,0.846560847,62.671,1.269877776,0.879748177,1.023827035,Small Broke C1
273,23.81443877,15.66121618,0.753336431,18.6438836,0.94137931,0.624713959,61.365,1.520599581,0.782881502,0.91102655,Small Broke C1
334,25.40798512,18.03821888,0.704259231,20.62188177,0.932960894,0.660079051,68.254,1.408563965,0.811629953,0.900948807,Small Broke C1
339,25.54830557,17.15010305,0.741202566,20.77566378,0.957627119,0.70625,66.757,1.489688167,0.813191455,0.955907654,Small Broke C1
354,27.32971578,17.00441011,0.782862371,21.23032734,0.959349593,0.674285714,69.114,1.6072134,0.776822105,0.931281699,Small Broke C1
350,24.37183101,18.59593717,0.646387339,21.11004123,0.969529086,0.729166667,65.376,1.310599771,0.866165584,1.029061235,Small Broke C1
262,20.18594916,16.97126723,0.541428877,18.26441241,0.949275362,0.693121693,56.965,1.189419086,0.904808204,1.014600219,Small Broke C1
172,16.97992274,13.03349055,0.640950229,14.79855404,0.966292135,0.722689076,44.866,1.302791656,0.871532472,1.073751063,Small Broke C1
246,19.93826042,15.81038215,0.609264613,17.6979357,0.980079681,0.76875,53.194,1.261086559,0.887636901,1.092495541,Small Broke C1
297,22.6152983,17.27799799,0.64522095,19.44613444,0.954983923,0.6875,62.754,1.308907335,0.85986637,0.947727509,Small Broke C1
240,20.44166585,15.9520886,0.625316473,17.48077489,0.9375,0.672268908,57.395,1.281441344,0.855154126,0.915530855,Small Broke C1
219,19.87498995,14.14593505,0.70243741,16.69848677,0.969026549,0.73,51.044,1.404996551,0.84017586,1.056244788,Small Broke C1
245,18.157405,17.87271531,0.176386338,17.66192765,0.953307393,0.716374269,54.881,1.015928732,0.972712106,1.022190678,Small Broke C1
446,29.94862888,19.22940308,0.766637993,23.82991475,0.982378855,0.750841751,75.821,1.557439342,0.795693013,0.974912652,Small Broke C1
187,16.86161617,14.36837685,0.523321682,15.43035304,0.968911917,0.6875,47.496,1.173522685,0.915117085,1.04168737,Small Broke C1
422,27.88955069,19.52393417,0.714098954,23.17988542,0.97235023,0.811538462,72.893,1.428480062,0.831131547,0.998046247,Small Broke C1
340,24.9040681,18.8284206,0.654527782,20.80628379,0.923913043,0.653846154,69.213,1.322684926,0.835457232,0.891894392,Small Broke C1
445,29.58415798,19.56983658,0.749947667,23.80318461,0.967391304,0.780701754,76.929,1.511722281,0.804592262,0.944908381,Small Broke C1
118,17.28033342,8.968224481,0.854783676,12.2573352,0.936507937,0.655555556,40.466,1.926839973,0.709322841,0.905547669,Small Broke C1
444,29.97873855,19.10752017,0.770558688,23.77642441,0.971553611,0.656804734,76.525,1.568949727,0.793109569,0.952765796,Small Broke C1
321,22.44756145,18.30044317,0.579104867,20.21657473,0.984662577,0.804511278,61.216,1.226612997,0.900613404,1.076428034,Small Broke C1
370,26.06696055,18.27649305,0.713027241,21.70480665,0.976253298,0.699432892,68.188,1.426256147,0.832655829,0.99999006,Small Broke C1
